
Personal Information	Tab Corner Right	Student Services	Tab Corner Right	Financial Aid	Tab Corner Right	Employee Services	Tab Corner Right	Additional Academic Services	Tab Corner Right
Transparent Image
Search   
RETURN TO MENU | SITE MAP | HELP
Look-Up Classes to Add:

 	
988900485 Jay W. Brink
Fall 2013
Aug 14, 2013 07:40 pm
Transparent Image
 Information	 To register for classes, check the box in front of the CRN (C identifies a closed class, NR identifies class not available for registration at this time, and SR identifies student restrictions on class) and click Register or Add to Worksheet.
Stockton Students: To register for an Independent Study, Internship, Research or non-Engineering Co-op (course will be marked NR) - Click here.

Helpful Codes
WL = Cap, Act & Rem are used only by McGeorge School of Law
Location: NBA = No Building Assigned
Sec: L = Lab; D = Discussion; ON = Online;

Sections Found
ACTY - Activity
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
SR	82438	BIOL	051	L02	1	0.000	Principles of Biology, Lab 2	T	02:00 pm-04:50 pm	60	59	1	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
C	82439	BIOL	051	L03	1	0.000	Principles of Biology, Lab 3	T	07:00 pm-09:50 pm	45	45	0	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	07:00 pm-09:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	07:00 pm-09:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
C	82440	BIOL	051	L04	1	0.000	Principles of Biology, Lab 4	W	02:00 pm-04:50 pm	60	60	0	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
SR	82441	BIOL	051	L05	1	0.000	Principles of Biology, Lab 5	W	07:00 pm-09:50 pm	45	35	10	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	07:00 pm-09:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	07:00 pm-09:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
SR	82442	BIOL	051	L06	1	0.000	Principles of Biology, Lab 6	R	09:00 am-11:50 am	60	58	2	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	09:00 am-11:50 am	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
C	82443	BIOL	051	L07	1	0.000	Principles of Biology, Lab 7	R	02:00 pm-04:50 pm	60	60	0	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 108	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 136	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 139	Environmental Studies Courses and GE III-A: Laboratory Sciences
 	 	 	 	 	 	 	 	 	02:00 pm-04:50 pm	 	 	 	 	 	 	 	 	 	Mark Brunell (P)	08/26-12/13	BIOBLG 111	Environmental Studies Courses and GE III-A: Laboratory Sciences
SR	80017	BIOL	071	01	1	4.000	Human Anatomy	MWF	12:30 pm-01:45 pm	70	61	9	0	0	0	0	0	0	William Desmond Maxwell (P)	08/26-12/13	BIOBLG 144	 
SR	81070	BIOL	071	02	1	4.000	Human Anatomy	TR	08:00 am-09:45 am	70	69	1	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 144	 
SR	80018	BIOL	071	L01	1	0.000	Human Anatomy, Lab 1	T	02:00 pm-04:50 pm	22	21	1	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
C	80019	BIOL	071	L02	1	0.000	Human Anatomy, Lab 2	T	05:00 pm-07:50 pm	22	22	0	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
C	81971	BIOL	071	L03	1	0.000	Human Anatomy, Lab 3	W	02:00 pm-04:45 pm	22	22	0	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
SR	81071	BIOL	071	L04	1	0.000	Human Anatomy, Lab 4	W	05:00 pm-07:50 pm	22	21	1	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
C	80020	BIOL	071	L05	1	0.000	Human Anatomy, Lab 5	R	02:00 pm-04:50 pm	22	22	0	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
SR	80410	BIOL	071	L06	1	0.000	Human Anatomy, Lab 6	R	05:00 pm-07:50 pm	22	21	1	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 113	 
SR	80686	BIOL	077	01	1	4.000	Marine Birds & Mammals	T	02:00 pm-04:50 pm	22	11	11	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	BIOBLG 116	Environmental Studies Courses
SR	80687	BIOL	077	L01	1	0.000	Marine Birds & Mammals, Lab 1	R	02:00 pm-04:50 pm	22	11	11	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	BIOBLG 116	Environmental Studies Courses
SR	81362	BIOL	081	01	1	4.000	Human Physiology	TR	10:00 am-11:45 am	70	33	37	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	BIOBLG 144	 
SR	81850	BIOL	081	02	1	4.000	Human Physiology	MWF	09:30 am-10:45 am	70	58	12	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 144	 
C	81363	BIOL	081	L01	1	0.000	Human Physiology, Lab 1	T	02:00 pm-04:50 pm	16	16	0	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
C	82246	BIOL	081	L02	1	0.000	Human Physiology, Lab 2	T	05:00 pm-07:50 pm	16	16	0	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
C	81851	BIOL	081	L03	1	0.000	Human Physiology, Lab 3	W	02:00 pm-04:45 pm	16	16	0	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
C	81364	BIOL	081	L04	1	0.000	Human Physiology, Lab 4	W	05:00 pm-07:50 pm	16	16	0	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
SR	81365	BIOL	081	L05	1	0.000	Human Physiology, Lab 5	R	02:00 pm-04:45 pm	16	14	2	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
SR	82247	BIOL	081	L06	1	0.000	Human Physiology, Lab 6	R	05:00 pm-07:50 pm	16	13	3	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	BIOBLG 131	 
SR	80021	BIOL	089	01	1	1.000-4.000	Lab Assistant in Biology	 	TBA	10	0	10	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	TBA	 
SR	80388	BIOL	089	03	1	1.000-4.000	Lab Assistant in Biology	 	TBA	10	0	10	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	TBA	 
SR	80688	BIOL	089	04	1	1.000-4.000	Lab Assistant in Biology	 	TBA	10	4	6	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	TBA	 
SR	81072	BIOL	089	05	1	1.000-4.000	Lab Assistant in Biology	 	TBA	10	2	8	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	TBA	 
SR	81259	BIOL	089	06	1	1.000-4.000	Lab Assistant in Biology	 	TBA	10	0	10	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	TBA	 
SR	80022	BIOL	101	01	1	4.000	Genetics	MWF	09:30 am-10:45 am	44	42	2	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 142	 
SR	81405	BIOL	101	02	1	4.000	Genetics	MWF	12:30 pm-01:45 pm	44	40	4	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	BIOBLG 142	 
SR	80023	BIOL	101	L01	1	0.000	Genetics, Lab 1	T	02:00 pm-04:50 pm	22	21	1	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 133	 
C	80024	BIOL	101	L02	1	0.000	Genetics, Lab 2	T	05:00 pm-07:50 pm	22	22	0	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 133	 
SR	80411	BIOL	101	L03	1	0.000	Genetics, Lab 3	W	02:00 pm-04:50 pm	22	20	2	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 133	 
SR	80602	BIOL	101	L04	1	0.000	Genetics, Lab 4	W	05:00 pm-07:50 pm	22	19	3	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 133	 
SR	80524	BIOL	111	01	1	4.000	Anatomy and Physiology	MWF	12:30 pm-01:45 pm	14	10	4	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	BIOBLG 116	 
SR	80525	BIOL	111	L01	1	0.000	Anatomy and Physiology, Lab 1	W	02:00 pm-04:50 pm	14	10	4	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	BIOBLG 116	 
SR	82255	BIOL	126	01	1	4.000	Neurobiology	MWF	11:00 am-12:15 pm	20	13	7	0	0	0	30	15	15	Lisa Anne Wrischnik (P)	08/26-12/13	BIOBLG 133	 
SR	80025	BIOL	145	01	1	4.000	Microbiology	TR	08:00 am-09:45 am	60	58	2	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOBLG 101	 
SR	80517	BIOL	145	02	1	4.000	Microbiology	MWF	11:00 am-12:15 pm	60	57	3	0	0	0	0	0	0	Geoffrey Lin-Cereghino (P)	08/26-12/13	BIOBLG 144	 
C	82430	BIOL	145	03	1	4.000	Microbiology	TR	10:00 am-11:45 am	24	25	-1	0	0	0	0	0	0	Douglas D Risser (P)	08/26-12/13	BIOBLG 142	 
C	80026	BIOL	145	L01	1	0.000	Microbiology, Lab 1	T	02:00 pm-04:50 pm	24	24	0	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
C	80380	BIOL	145	L02	1	0.000	Microbiology, Lab 2	T	05:00 pm-07:50 pm	24	24	0	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
SR	80534	BIOL	145	L03	1	0.000	Microbiology, Lab 3	W	02:00 pm-04:50 pm	24	23	1	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
C	80535	BIOL	145	L04	1	0.000	Microbiology, Lab 4	W	05:00 pm-07:50 pm	24	24	0	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
SR	80479	BIOL	145	L05	1	0.000	Microbiology, Lab 5	R	02:00 pm-04:50 pm	24	23	1	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
SR	80512	BIOL	145	L06	1	0.000	Microbiology, Lab 6	R	05:00 pm-07:50 pm	24	22	2	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	BIOLAB 102	 
SR	80516	BIOL	169	01	1	4.000	Elements of Biochemistry	MWF	08:00 am-09:15 am	24	11	13	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	BIOBLG 142	 
SR	81855	BIOL	171	01	1	4.000	Methods in Field Biology	MF	02:00 pm-02:59 pm	15	13	2	0	0	0	30	13	17	Ryan I Hill (P)	08/26-12/13	BIOBLG 261	 
SR	81856	BIOL	171	L01	1	0.000	Methods in Field Biology, Lab	MF	03:00 pm-05:45 pm	15	13	2	0	0	0	0	0	0	Ryan I Hill (P)	08/26-12/13	BIOBLG 261	 
SR	80699	BIOL	175	01	1	4.000	Ecology	TR	01:00 pm-02:45 pm	40	37	3	0	0	0	0	0	0	Ryan I Hill (P)	08/26-12/13	BIOBLG 142	Environmental Studies Courses
SR	81059	BIOL	176	01	1	4.000	Ecology & Conservation Biology	TR	10:00 am-11:45 am	20	13	7	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	BIOBLG 116	Environmental Studies Courses
SR	82324	BIOL	177	01	1	4.000	Natural Medicines	TR	10:00 am-11:45 am	20	5	15	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 208	 
SR	82328	BIOL	177	L01	1	0.000	Natural Medicines, Lab 1	R	02:00 pm-04:50 pm	20	5	15	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	BIOBLG 208	 
C	80698	BIOL	179	01	1	4.000	Evolution	MWF	11:00 am-12:15 pm	40	46	-6	0	0	0	0	0	0	Ajna A Rivera (P)	08/26-12/13	BIOBLG 142	 
NR	80789	BIOL	191	01	1	2.000-4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	TBA	 
SR	82250	BIOL	193A	01	1	4.000	Epidemiology	MWF	09:30 am-10:45 am	15	7	8	0	0	0	25	11	14	William Desmond Maxwell (P), Gregg D. Jongeward	08/26-12/13	BIOBLG 261	 
SR	80405	BIOL	197	01	1	1.000-4.000	Undergraduate Research	 	TBA	10	1	9	0	0	0	0	0	0	Kirkwood M Land (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80386	BIOL	197	02	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Gregg D. Jongeward (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80661	BIOL	197	03	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80385	BIOL	197	04	1	1.000-4.000	Undergraduate Research	 	TBA	10	7	3	0	0	0	0	0	0	Ryan I Hill (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80828	BIOL	197	05	1	1.000-4.000	Undergraduate Research	 	TBA	10	9	1	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80836	BIOL	197	06	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80492	BIOL	197	07	1	1.000-4.000	Undergraduate Research	 	TBA	10	1	9	0	0	0	0	0	0	Eric O Thomas (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80438	BIOL	197	08	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80424	BIOL	197	09	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Dale W. McNeal (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80423	BIOL	197	10	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	William Desmond Maxwell (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80412	BIOL	197	11	1	1.000-4.000	Undergraduate Research	 	TBA	10	3	7	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80413	BIOL	197	12	1	1.000-4.000	Undergraduate Research	 	TBA	20	14	6	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80421	BIOL	197	13	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	Lisa Anne Wrischnik (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80907	BIOL	197	14	1	1.000-4.000	Undergraduate Research	 	TBA	10	1	9	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80908	BIOL	197	15	1	1.000-4.000	Undergraduate Research	 	TBA	10	4	6	0	0	0	0	0	0	Geoffrey Lin-Cereghino (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	80951	BIOL	197	16	1	1.000-4.000	Undergraduate Research	 	TBA	10	6	4	0	0	0	0	0	0	Tara C Thiemann (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	81041	BIOL	197	17	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	Environmental Studies Courses
SR	81221	BIOL	197	18	1	1.000-4.000	Undergraduate Research	 	TBA	10	7	3	0	0	0	0	0	0	Ajna A Rivera (P)	08/26-12/13	TBA	Environmental Studies Courses
SR	81253	BIOL	197	19	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	Environmental Studies Courses
SR	81725	BIOL	197	20	1	1.000-4.000	Undergraduate Research	 	TBA	10	0	10	0	0	0	0	0	0	TBA	08/26-12/13	TBA	Environmental Studies Courses
SR	82451	BIOL	226	01	1	4.000	Neurobiology	MWF	11:00 am-12:15 pm	10	2	8	0	0	0	30	15	15	Lisa Anne Wrischnik (P)	08/26-12/13	BIOBLG 133	 
SR	82450	BIOL	259	01	1	4.000	Molecular Biology Techniques	MF	01:00 pm-04:45 pm	15	4	11	0	0	0	0	0	0	Ajna A Rivera (P)	08/26-12/13	BIOBLG 212	 
SR	82448	BIOL	271	01	1	4.000	Methods in Field Biology	MF	02:00 pm-05:45 pm	15	0	15	0	0	0	30	13	17	Ryan I Hill (P)	08/26-12/13	BIOBLG 261	 
NR	80422	BIOL	291	01	1	2.000/4.000	Independent Study	 	TBA	1	0	1	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	TBA	 
SR	82266	BIOL	293A	01	1	4.000	Epidemiology	MWF	09:30 am-10:45 am	10	4	6	0	0	0	25	11	14	William Desmond Maxwell (P)	08/26-12/13	BIOBLG 261	 
SR	81040	BIOL	295	01	1	4.000	Graduate Seminar	MWF	12:30 pm-01:45 pm	20	0	20	0	0	0	0	0	0	Gregg D. Jongeward (P)	08/26-12/13	BIOBLG 118	 
SR	80911	BIOL	297	01	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	TBA	 
SR	80910	BIOL	297	02	1	1.000-6.000	Graduate Research	 	TBA	2	1	1	0	0	0	0	0	0	Geoffrey Lin-Cereghino (P)	08/26-12/13	TBA	 
SR	80387	BIOL	297	03	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Gregg D. Jongeward (P)	08/26-12/13	TBA	 
SR	80664	BIOL	297	04	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Lisa Anne Wrischnik (P)	08/26-12/13	TBA	 
SR	80658	BIOL	297	05	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	TBA	 
SR	80691	BIOL	297	06	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	TBA	 
SR	80409	BIOL	297	07	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Mark Brunell (P)	08/26-12/13	TBA	 
SR	80660	BIOL	297	08	1	1.000-6.000	Graduate Research	 	TBA	5	0	5	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	TBA	 
SR	80909	BIOL	297	09	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Kirkwood M Land (P)	08/26-12/13	TBA	 
SR	80952	BIOL	297	10	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	TBA	 
SR	81260	BIOL	297	11	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	TBA	 
SR	81945	BIOL	297	12	1	1.000-6.000	Graduate Research	 	TBA	2	0	2	0	0	0	0	0	0	Eric O Thomas (P)	08/26-12/13	TBA	 
SR	82271	BIOL	297	13	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Ryan I Hill (P)	08/26-12/13	TBA	 
SR	82272	BIOL	297	14	1	1.000-6.000	Graduate Research	 	TBA	4	0	4	0	0	0	0	0	0	Ajna A Rivera (P)	08/26-12/13	TBA	 
SR	80696	BIOL	299	01	1	2.000/4.000	Thesis	 	TBA	5	0	5	0	0	0	0	0	0	Craig A. Vierra (P)	08/26-12/13	TBA	 
SR	80697	BIOL	299	02	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Marcos Gridi-Papp (P)	08/26-12/13	TBA	 
SR	80027	BIOL	299	03	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Ryan I Hill (P)	08/26-12/13	TBA	 
SR	80665	BIOL	299	04	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Gregg D. Jongeward (P)	08/26-12/13	TBA	 
SR	80690	BIOL	299	05	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Joan Lin-Cereghino (P)	08/26-12/13	TBA	 
SR	80692	BIOL	299	06	1	2.000/4.000	Thesis	 	TBA	2	1	1	0	0	0	0	0	0	Geoffrey Lin-Cereghino (P)	08/26-12/13	TBA	 
SR	80693	BIOL	299	07	1	2.000/4.000	Thesis	 	TBA	5	0	5	0	0	0	0	0	0	Lisa Anne Wrischnik (P)	08/26-12/13	TBA	 
SR	80694	BIOL	299	08	1	2.000/4.000	Thesis	 	TBA	1	0	1	0	0	0	0	0	0	Richard R. Tenaza (P)	08/26-12/13	TBA	 
SR	80695	BIOL	299	09	1	2.000/4.000	Thesis	 	TBA	1	0	1	0	0	0	0	0	0	Eric O Thomas (P)	08/26-12/13	TBA	 
SR	80913	BIOL	299	10	1	2.000/4.000	Thesis	 	TBA	4	0	4	0	0	0	0	0	0	Kirkwood M Land (P)	08/26-12/13	TBA	 
SR	80912	BIOL	299	11	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Doug Weiser (P)	08/26-12/13	TBA	 
SR	82288	BIOL	299	12	1	2.000/4.000	Thesis	 	TBA	2	0	2	0	0	0	0	0	0	Ajna A Rivera (P)	08/26-12/13	TBA	 
BUSI - Business Administration
Select	CRN	Subj	Crse	Sec	Cmp	Cred	Title	Days	Time	Cap	Act	Rem	WL Cap	WL Act	WL Rem	XL Cap	XL Act	XL Rem	Instructor	Date (MM/DD)	Location	Attribute
SR	80296	BUSI	010	01	1	1.000	Dean's Seminar	T	06:00 pm-08:00 pm	35	33	2	0	0	0	0	0	0	Horst Sylvester (P)	08/26-12/13	WEBER 102	 
C	80297	BUSI	010	02	1	1.000	Dean's Seminar	W	06:00 pm-08:00 pm	35	42	-7	0	0	0	0	0	0	Horst Sylvester (P)	08/26-12/13	WEBER 102	 
C	81284	BUSI	010	03	1	1.000	Dean's Seminar	R	06:00 pm-08:00 pm	35	50	-15	0	0	0	0	0	0	Horst Sylvester (P)	08/26-12/13	WEBER 102	 
C	81285	BUSI	023	01	1	4.000	Business Communications	MW	03:30 pm-05:15 pm	25	25	0	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 103	 
C	81577	BUSI	023	02	1	4.000	Business Communications	MW	06:00 pm-07:45 pm	25	25	0	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 103	 
SR	82301	BUSI	031	01	1	4.000	Prin. of Financial Accounting	MWF	08:00 am-09:15 am	35	30	5	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 101	Pre-Law Courses
SR	82302	BUSI	031	02	1	4.000	Prin. of Financial Accounting	MWF	09:30 am-10:45 am	35	29	6	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 101	Pre-Law Courses
SR	81286	BUSI	031	03	1	4.000	Prin. of Financial Accounting	MWF	11:00 am-12:15 pm	35	30	5	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 102	Pre-Law Courses
SR	81350	BUSI	031	04	1	4.000	Prin. of Financial Accounting	MWF	12:30 pm-01:45 pm	35	29	6	0	0	0	0	0	0	Pacific Staff (P)	08/26-12/13	WEBER 102	Pre-Law Courses
SR	80300	BUSI	033	01	1	4.000	Prin. of Managerial Accounting	TR	08:00 am-09:45 am	35	31	4	0	0	0	0	0	0	Yun-Sheng Chen (P)	08/26-12/13	WEBER 101	 
